product_id,creator_id,status,name,note,description_list,description_detail,search_word,free_area,del_flg,create_date,update_date
1,1,1,アイスクリーム,,暑い夏にどうぞ。,冷たいものはいかがですか?,,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
2,1,1,おなべ,,一人用からあります。,たまには鍋でもどうでしょう。,,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
3,1,1,おなべレシピ,,あの、秘伝のお鍋レシピです。,"<b>この商品はダウンロード商品です</b><br />自分でチャレンジしてみたい方に。",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
4,1,1,ゆかた(男物),,墨色の無地。帯は金茶を使用してみました。,"墨色の無地。帯は金茶を使用してみました。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
5,1,1,ゆかた(男物),,青は葉のデザイン化されたもの、紺の部分は紐をつけた瓢箪です。サイズ:Lサイズ身　長:170ーー175ー位の方,"青は葉のデザイン化されたもの、紺の部分は紐をつけた瓢箪です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
6,1,1,ゆかた(男物),,綿、麻入り、ちぢみのような生地、紺と青のストライプです。サイズ:Lサイズ身　長:170ーー175ー位の方,"綿、麻入り、ちぢみのような生地、紺と青のストライプです。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
7,1,1,ゆかた(男物),,ブルーグレー地、白い枡目、所所に張り子の虎があります。サイズ:Lサイズ身　長:170ーー175ー位の方,"ブルーグレー地、白い枡目、所所に張り子の虎があります。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
8,1,1,ゆかた(男物),,青地に水色の細かい縦横の線が入っています。幾重にも重なった枡と円の柄です。サイズ:Lサイズ身　長:170ーー175ー位の方,"青地に水色の細かい縦横の線が入っています。幾重にも重なった枡と円の柄です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
9,1,1,ゆかた(男物),,緑の入った黒地、かるたの中にいろいろな表情の虎の顔です。サイズ:Lサイズ身　長:170ーー175ー位の方,"緑の入った黒地、かるたの中にいろいろな表情の虎の顔です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
10,1,1,ゆかた(男物),,青と紺の大きな格子柄です。サイズ:Lサイズ身　長:170ーー175ー位の方,"青と紺の大きな格子柄です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
11,1,1,ゆかた(男物),,綿、麻入り、紅梅地、生成り地で紫の風神、雷神サイズ:Lサイズ身　長:170ーー175ー位の方,"綿、麻入り、紅梅地、生成り地で紫の風神、雷神<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
12,1,1,ゆかた(男物),,黒地にシルバーの縦糸が光り、雷神、風神が輝きます。サイズ:Lサイズ身　長:170ーー175ー位の方,"黒地にシルバーの縦糸が光り、雷神、風神が輝きます。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
13,1,1,ゆかた(男物),,墨色の無地。帯は金茶を使用してみました。,"墨色の無地。帯は金茶を使用してみました。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
14,1,1,ゆかた(男物),,青は葉のデザイン化されたもの、紺の部分は紐をつけた瓢箪です。サイズ:Lサイズ身　長:170ーー175ー位の方,"青は葉のデザイン化されたもの、紺の部分は紐をつけた瓢箪です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
15,1,1,ゆかた(男物),,綿、麻入り、ちぢみのような生地、紺と青のストライプです。サイズ:Lサイズ身　長:170ーー175ー位の方,"綿、麻入り、ちぢみのような生地、紺と青のストライプです。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
16,1,1,ゆかた(男物),,ブルーグレー地、白い枡目、所所に張り子の虎があります。サイズ:Lサイズ身　長:170ーー175ー位の方,"ブルーグレー地、白い枡目、所所に張り子の虎があります。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
17,1,1,ゆかた(男物),,青地に水色の細かい縦横の線が入っています。幾重にも重なった枡と円の柄です。サイズ:Lサイズ身　長:170ーー175ー位の方,"青地に水色の細かい縦横の線が入っています。幾重にも重なった枡と円の柄です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
18,1,1,ゆかた(男物),,緑の入った黒地、かるたの中にいろいろな表情の虎の顔です。サイズ:Lサイズ身　長:170ーー175ー位の方,"緑の入った黒地、かるたの中にいろいろな表情の虎の顔です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
19,1,1,ゆかた(男物),,青と紺の大きな格子柄です。サイズ:Lサイズ身　長:170ーー175ー位の方,"青と紺の大きな格子柄です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
20,1,1,ゆかた(男物),,綿、麻入り、紅梅地、生成り地で紫の風神、雷神サイズ:Lサイズ身　長:170ーー175ー位の方,"綿、麻入り、紅梅地、生成り地で紫の風神、雷神<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
21,1,1,ゆかた(男物),,黒地にシルバーの縦糸が光り、雷神、風神が輝きます。サイズ:Lサイズ身　長:170ーー175ー位の方,"黒地にシルバーの縦糸が光り、雷神、風神が輝きます。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
22,1,1,ゆかた(男物),,墨色の無地。帯は金茶を使用してみました。,"墨色の無地。帯は金茶を使用してみました。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
23,1,1,ゆかた(男物),,青は葉のデザイン化されたもの、紺の部分は紐をつけた瓢箪です。サイズ:Lサイズ身　長:170ーー175ー位の方,"青は葉のデザイン化されたもの、紺の部分は紐をつけた瓢箪です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
24,1,1,ゆかた(男物),,綿、麻入り、ちぢみのような生地、紺と青のストライプです。サイズ:Lサイズ身　長:170ーー175ー位の方,"綿、麻入り、ちぢみのような生地、紺と青のストライプです。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
25,1,1,ゆかた(男物),,ブルーグレー地、白い枡目、所所に張り子の虎があります。サイズ:Lサイズ身　長:170ーー175ー位の方,"ブルーグレー地、白い枡目、所所に張り子の虎があります。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
26,1,1,ゆかた(男物),,青地に水色の細かい縦横の線が入っています。幾重にも重なった枡と円の柄です。サイズ:Lサイズ身　長:170ーー175ー位の方,"青地に水色の細かい縦横の線が入っています。幾重にも重なった枡と円の柄です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
27,1,1,ゆかた(男物),,緑の入った黒地、かるたの中にいろいろな表情の虎の顔です。サイズ:Lサイズ身　長:170ーー175ー位の方,"緑の入った黒地、かるたの中にいろいろな表情の虎の顔です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
28,1,1,ゆかた(男物),,青と紺の大きな格子柄です。サイズ:Lサイズ身　長:170ーー175ー位の方,"青と紺の大きな格子柄です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
29,1,1,ゆかた(男物),,綿、麻入り、紅梅地、生成り地で紫の風神、雷神サイズ:Lサイズ身　長:170ーー175ー位の方,"綿、麻入り、紅梅地、生成り地で紫の風神、雷神<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
30,1,1,ゆかた(男物),,黒地にシルバーの縦糸が光り、雷神、風神が輝きます。サイズ:Lサイズ身　長:170ーー175ー位の方,"黒地にシルバーの縦糸が光り、雷神、風神が輝きます。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">池袋店:03-6416-0529</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
31,1,1,振袖(水色・のしめ)111111,,水色の地を覆いつくすほど柄いっぱいの振袖です。着物全体に配置されている、青海波、亀甲などの、のしめ模様を中心に牡丹、桜、水仙、菊、萩、橘など日本の代表的な花々が網羅された柄付けです。金地にモダンな花柄袋帯を合わせ、ピンクの帯締めで調和を取りました。成人式、パーティ、CMやポスターにいかがでしょうか。,"水色の地を覆いつくすほど柄いっぱいの振袖です。着物全体に配置されている、青海波、亀甲などの、のしめ模様を中心に牡丹、桜、水仙、菊、萩、橘など日本の代表的な花々が網羅された柄付けです。金地にモダンな花柄袋帯を合わせ、ピンクの帯締めで調和を取りました。成人式、パーティ、CMやポスターにいかがでしょうか。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">渋谷本店:03-3476-3341</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
32,1,1,振袖(水色・のしめ)22222,,水色の地を覆いつくすほど柄いっぱいの振袖です。着物全体に配置されている、青海波、亀甲などの、のしめ模様を中心に牡丹、桜、水仙、菊、萩、橘など日本の代表的な花々が網羅された柄付けです。金地にモダンな花柄袋帯を合わせ、ピンクの帯締めで調和を取りました。成人式、パーティ、CMやポスターにいかがでしょうか。,"水色の地を覆いつくすほど柄いっぱいの振袖です。着物全体に配置されている、青海波、亀甲などの、のしめ模様を中心に牡丹、桜、水仙、菊、萩、橘など日本の代表的な花々が網羅された柄付けです。金地にモダンな花柄袋帯を合わせ、ピンクの帯締めで調和を取りました。成人式、パーティ、CMやポスターにいかがでしょうか。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">渋谷本店:03-3476-3341</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
33,1,1,男物,,男物,"色の紬アンサンブルは年代を問わず気軽にお召し頂ける着物です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
34,1,1,男物(紋付袴),,着物:ブルーグレー　袴:白黒のグラデーションに亀甲紋,"着物:ブルーグレー　袴:白黒のグラデーションに亀甲紋<br>素材(化繊)<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
35,1,1,カジュアル着物(ゆかた)　6月〜9月まで,,色あざやかな水色に夏の風物詩の花火柄が涼しげで愛らしく、濃い紫色の半巾帯と下駄でかっこよい雰囲気も襟付きで普段より浴衣で遠出もおすすめです。,"色あざやかな水色に夏の風物詩の花火柄が涼しげで愛らしく、濃い紫色の半巾帯と下駄でかっこよい雰囲気も襟付きで普段より浴衣で遠出もおすすめです。<div>※この商品はカジュアル夏着物です。詳しくは<a href=""/user_data/post.php?postid=2007"">こちら</a>をご参照下さい。</div><div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>浴衣は所属店舗のみのお取扱いとなります。<br />商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p><br /><p>【ヘアーセットキャンペーンをご希望のお客様へ】<br />キャンペーン割引金額は、ご注文後の<b>「来店着付け申し込み受付メール」(自動返信)</b>には反映されておりません。<br />予約状況確認後にお送りする<b>「ご来店受付完了メール」</b>にてキャンペーン割引金額をご案内いたします。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
36,1,1,振袖(サーモンピンク・菊),,紗綾型の地紋に流水を箔置。菊と梅のすっきりとした模様づけで、縫い取りした菊が映える振袖。黒地に菊と手まりの帯を合わせて古典的。,"紗綾型の地紋に流水を箔置。菊と梅のすっきりとした模様づけで、縫い取りした菊が映える振袖。黒地に菊と手まりの帯を合わせて古典的。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">渋谷本店:03-3476-3341</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
37,1,1,振袖(つづみ・桜),,白地に桜の花やつづみを中心に、短冊や組ひもをあしらったやさしい感じの振袖です。袖先や上前の裾の黒いぼかしが効果的です。同じ色彩の袋帯を合わせて華やかになりました。,"白地に桜の花やつづみを中心に、短冊や組ひもをあしらったやさしい感じの振袖です。袖先や上前の裾の黒いぼかしが効果的です。同じ色彩の袋帯を合わせて華やかになりました。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">渋谷本店:03-3476-3341</p><p>※着付予約のない場合、毎週火曜は定休日となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
38,1,1,男物,,男物,"色の紬アンサンブルは年代を問わず気軽にお召し頂ける着物です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
39,1,1,男物(紋付袴),,着物:ブルーグレー　袴:白黒のグラデーションに亀甲紋,"着物:ブルーグレー　袴:白黒のグラデーションに亀甲紋<br>素材(化繊)<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
40,1,1,ひとえ_正絹,,レンガ系の地色、雲取りに花刺繍、しぼり柄等　結婚式から御呼ばれに合います。帯や小物で年代も幅広くお召しになれます。,"レンガ系の地色、雲取りに花刺繍、しぼり柄等　結婚式から御呼ばれに合います。帯や小物で年代も幅広くお召しになれます。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
41,1,1,ひとえ_正絹,,落着いた紫地にぼかしの入ったつた柄がとても上品な訪問着です、50代からの方におすすめです。,"落着いた紫地にぼかしの入ったつた柄がとても上品な訪問着です、50代からの方におすすめです。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
42,1,1,ひとえ_紬,,モスグリーン地の織の着物で、式以外は、パーティーからフォーマルまで帯で楽しめます。,"モスグリーン地の織の着物で、式以外は、パーティーからフォーマルまで帯で楽しめます。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
43,1,1,ひとえ_落着いたピンク地,,落着いたピンク地に、すわとうに花柄が刺繍でお上品で年代も帯次第で用途に応じて多くお召し頂けます。,"落着いたピンク地に、すわとうに花柄が刺繍でお上品で年代も帯次第で用途に応じて多くお召し頂けます。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
44,1,1,ひとえ_訪問着_抹茶・秋草花,,抹茶色に春の花、そして秋草等　単衣ならでは上品で優しいお着物です。生地は正絹です。,"抹茶色に春の花、そして秋草等　単衣ならでは上品で優しいお着物です。生地は正絹です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
45,1,1,訪問着,,黒地に胡蝶蘭の花尽くし帯を変えて街着からパーティー等に合います。,"黒地に胡蝶蘭の花尽くし帯を変えて街着からパーティー等に合います。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
46,1,1,訪問着,,クリーム系の地色に優しい花柄が上品に。,"クリーム系の地色に優しい花柄が上品に。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
47,1,1,訪問着(薄紫),,淡い紫地に椿一面の柄で華やかに。素材はシルックのお着物です。,"淡い紫地に椿一面の柄で華やかに。素材はシルックのお着物です。<div style=""padding: 1em;margin-top:10px; border: 1px solid #F48686; background: #FEFCFC;""><p>商品のお問合せは、下記所属店舗までご連絡下さい。</p><p style=""font-size:1.25em; font-weight:bold;"">銀座店:03-5568-0529</p><p>※着付予約のない場合、毎週火曜は16:00〜20:00の短縮営業となります。</p></div>",,,1,"2017-03-14 18:38:41","2017-03-14 18:38:41"
