coupon_id,coupon_cd,coupon_type,coupon_name,discount_type,coupon_use_time,coupon_release,discount_price,discount_rate,enable_flag,coupon_member,coupon_lower_limit,available_from_date,available_to_date,del_flg,create_date,update_date
1,97jw16svnako,2,早割卒業袴,2,2000,2000,,30,1,0,,"2020-06-01 00:00:00","2020-06-30 00:00:00",0,"2020-06-15 19:01:02","2020-06-15 19:01:02"
