plg_point_snapshot_id,plg_point_use,plg_point_current,plg_point_add,plg_point_snap_action_name,order_id,customer_id,create_date,update_date
404,0,586,586,ポイント,1205,2660,"2020-02-17 18:45:41","2020-02-17 18:45:41"
405,0,986,400,ポイント,1207,2660,"2020-04-14 10:26:15","2020-04-14 10:26:15"
406,0,1386,400,ポイント,1209,2660,"2020-04-14 10:37:11","2020-04-14 10:37:11"
407,0,2086,700,ポイント,1215,2660,"2020-06-12 14:40:39","2020-06-12 14:40:39"
408,0,2386,300,ポイント,1217,2660,"2020-06-12 16:25:54","2020-06-12 16:25:54"
409,0,0,0,ポイント(受注内容変更),1223,2369,"2020-06-18 10:37:42","2020-06-18 10:37:42"
410,0,0,0,ポイント(受注内容変更),1223,2369,"2020-06-18 10:37:42","2020-06-18 10:37:42"
411,0,786,300,ポイント,1225,2669,"2020-06-19 10:09:35","2020-06-19 10:09:35"
412,0,2838,2052,ポイント,1226,2669,"2020-06-19 10:25:01","2020-06-19 10:25:01"
413,0,3036,650,ポイント,1229,2660,"2020-07-02 17:56:04","2020-07-02 17:56:04"
414,0,3470,434,ポイント,1232,2660,"2020-07-02 18:34:05","2020-07-02 18:34:05"
415,0,4228,758,ポイント,1234,2660,"2020-07-07 13:54:05","2020-07-07 13:54:05"
416,0,5338,1110,ポイント,1235,2660,"2020-07-07 14:09:45","2020-07-07 14:09:45"
417,0,1080,1080,ポイント,1241,2668,"2021-03-12 16:55:33","2021-03-12 16:55:33"
418,0,1998,540,ポイント,1243,2633,"2021-03-30 10:40:16","2021-03-30 10:40:16"
419,0,2298,300,ポイント,1244,2633,"2021-03-30 14:28:13","2021-03-30 14:28:13"
420,0,2708,410,ポイント,1245,2633,"2021-03-30 18:28:59","2021-03-30 18:28:59"
421,0,1080,0,ポイント(受注内容変更),1248,2668,"2021-04-06 16:08:05","2021-04-06 16:08:05"
422,0,1080,0,ポイント(受注内容変更),1248,2668,"2021-04-06 16:08:05","2021-04-06 16:08:05"
423,0,1080,0,,1248,2668,"2021-04-06 16:14:48","2021-04-06 16:14:48"
424,0,3248,410,ポイント,1249,2669,"2021-04-27 14:05:17","2021-04-27 14:05:17"
425,0,2978,270,ポイント,1253,2633,"2021-05-25 17:44:27","2021-05-25 17:44:27"
426,0,3248,270,ポイント,1252,2633,"2021-05-25 17:49:39","2021-05-25 17:49:39"
427,0,3574,326,ポイント,1254,2633,"2021-05-27 10:15:28","2021-05-27 10:15:28"
428,0,3900,326,ポイント,1255,2633,"2021-05-27 10:16:56","2021-05-27 10:16:56"
429,0,4116,216,ポイント,1256,2633,"2021-05-27 11:19:06","2021-05-27 11:19:06"
430,0,500,500,ポイント,1265,2671,"2021-05-28 16:36:56","2021-05-28 16:36:56"
431,0,4550,434,ポイント,1276,2633,"2021-07-12 16:17:21","2021-07-12 16:17:21"
432,0,542,542,ポイント,1287,2673,"2021-08-27 13:22:07","2021-08-27 13:22:07"
433,0,1084,542,ポイント,1288,2673,"2021-08-27 13:36:52","2021-08-27 13:36:52"
434,0,1626,542,ポイント,1289,2673,"2021-08-27 15:36:59","2021-08-27 15:36:59"
435,0,2736,1110,ポイント,1291,2673,"2021-08-27 15:49:45","2021-08-27 15:49:45"
436,0,3114,378,ポイント,1293,2673,"2021-08-27 15:58:30","2021-08-27 15:58:30"
437,0,3725,611,ポイント,1294,2673,"2021-08-27 16:28:08","2021-08-27 16:28:08"
438,0,3875,150,ポイント,1295,2673,"2021-08-27 16:32:11","2021-08-27 16:32:11"
439,0,4930,380,ポイント,1325,2633,"2021-10-05 17:09:23","2021-10-05 17:09:23"
440,0,5130,200,ポイント,1338,2633,"2021-11-02 13:52:30","2021-11-02 13:52:30"
441,0,948,310,ポイント,1341,2657,"2021-11-12 13:04:00","2021-11-12 13:04:00"
442,0,1358,410,ポイント,1350,2657,"2021-11-29 19:04:07","2021-11-29 19:04:07"
443,0,3790,542,ポイント,1351,2669,"2021-12-01 11:18:12","2021-12-01 11:18:12"
444,0,4332,542,ポイント,1352,2669,"2021-12-01 11:27:07","2021-12-01 11:27:07"
445,0,756,756,ポイント,1362,2690,"2022-03-18 13:02:08","2022-03-18 13:02:08"
446,100,1258,0,ポイント,1377,2657,"2023-03-31 23:35:42","2023-03-31 23:35:42"
447,500,758,0,ポイント,1378,2657,"2023-03-31 23:40:10","2023-03-31 23:40:10"
448,758,0,0,ポイント,1379,2657,"2023-04-01 00:03:45","2023-04-01 00:03:45"
449,0,1080,0,ポイント,1382,2668,"2023-07-17 11:44:00","2023-07-17 11:44:00"
