plugin_id,plugin_code,plugin_name,sub_data,auto_update_flg,del_flg,create_date,update_date
1,MailTemplateEdit,メールテンプレート機能拡張プラグイン,,0,0,"2017-05-15 17:55:08","2017-05-15 17:55:08"
